"H40-CHRC-2","H40-CHRC-2A~Y","CASEID","SAMPLE_RACE","SAMPLE_SEX","C1DOB~Y","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH08","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH10","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH12","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH14","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH16","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH20","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH22"
0,-4,41,3,1,2000,4700,-4,-4,-4,-4,4,0,2,4,103000,45,2,2,4700,-4,-4,-4,-4,3,0,2,4,134000,47,2,2,4700,-4,-4,-4,-4,4,0,2,4,136500,50,2,2,50,-4,-4,-4,-4,3,0,2,4,149000,52,2,2,50,-4,-4,-4,-4,3,0,2,4,177000,54,2,2,20,-4,-4,-4,-4,-4,0,2,4,224000,58,2,2,20,-4,-4,-4,-4,4,0,2,4,250000,60,2,2
0,-4,42,3,1,1992,7210,-4,-4,-4,-4,1,4,2,5,101000,44,2,3,7210,-4,-4,-4,-4,1,7,2,5,103000,46,2,3,7210,-4,-4,-4,-4,1,0,2,6,159000,49,2,3,7210,-4,-4,-4,-4,1,0,2,6,120000,51,2,3,7210,-4,-4,-4,-4,3,0,2,4,121250,53,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,43,3,2,1982,-4,-4,-4,-4,-4,1,7,2,4,5676,46,2,3,-4,-4,-4,-4,-4,1,7,2,4,4800,48,2,3,-4,-4,-4,-4,-4,1,7,2,4,8016,51,2,3,-4,-4,-4,-4,-4,1,3,1,5,9252,53,2,3,-4,-4,-4,-4,-4,1,7,2,5,26120,55,2,3,-4,-4,-4,-4,-4,-4,-4,-4,3,7220,59,2,1,-4,-4,-4,-4,-4,1,0,2,3,-3,61,2,1
0,-4,44,3,2,1981,5860,-4,-4,-4,-4,4,1,2,2,-2,46,3,0,5860,-4,-4,-4,-4,3,1,2,2,179120,48,2,0,5860,-4,-4,-4,-4,3,0,2,2,-2,51,2,0,5860,-4,-4,-4,-4,3,0,2,2,245000,53,2,0,5860,-4,-4,-4,-4,3,1,1,2,223680,55,2,0,5860,-4,-4,-4,-4,-4,-4,-4,2,-3,60,2,0,5860,-4,-4,-4,-4,1,0,2,2,-3,61,2,0
-4,-4,45,3,1,1993,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1993,46,3,2,1994,3130,-4,-4,-4,-4,1,0,2,4,-2,45,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,47,3,1,-4,7330,-4,-4,-4,-4,1,0,2,1,68000,48,2,0,7140,-4,-4,-4,-4,1,0,2,1,68000,51,2,0,7140,-4,-4,-4,-4,1,0,2,2,165000,53,2,0,7140,-4,-4,-4,-4,1,1,2,2,185000,55,2,0,7310,-4,-4,-4,-4,1,0,1,2,200660,57,2,0,7310,-4,-4,-4,-4,-4,0,2,2,218000,61,2,0,-4,-4,-4,-4,-4,4,0,2,2,176700,63,2,0
-4,-4,48,3,1,1979,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,49,3,2,1982,5120,-4,-4,-4,-4,1,0,2,3,107100,49,3,1,5120,4920,-4,-4,-4,1,0,2,3,115000,51,3,1,5120,4920,-4,-4,-4,1,0,2,3,133115,54,3,1,4920,4920,4920,-4,-4,1,0,2,2,84500,56,3,0,4920,-4,-4,-4,-4,4,0,2,2,100506,58,3,0,5120,-4,-4,-4,-4,-4,0,2,2,172164,62,3,0,5120,-4,-4,-4,-4,4,0,2,2,93294,64,3,0
0,-4,50,3,2,1985,5700,-4,-4,-4,-4,1,0,2,4,100440,49,2,2,5700,-4,-4,-4,-4,1,2,2,4,104500,51,2,2,5700,-4,-4,-4,-4,4,0,2,4,119800,53,2,2,5700,-4,-4,-4,-4,1,1,2,4,135000,56,2,2,5700,-4,-4,-4,-4,1,0,2,3,140000,58,2,1,5700,-4,-4,-4,-4,-4,0,2,3,-3,62,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,51,3,1,1978,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,52,3,1,1981,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,10,2710,10,-4,-4,4,3,2,1,497763,54,2,0,50,-4,-4,-4,-4,4,0,2,1,-2,56,2,0,50,-4,-4,-4,-4,3,1,2,1,255000,58,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,50,-4,-4,-4,-4,3,2,2,1,-3,64,2,0
0,-4,53,1,1,-4,4230,4220,-4,-4,-4,4,1,2,1,9749,44,1,0,7010,4230,-4,-4,-4,1,1,2,1,13269,46,1,0,1100,-4,-4,-4,-4,1,2,2,1,9960,49,3,0,-4,-4,-4,-4,-4,-2,3,1,1,9528,51,3,0,-4,-4,-4,-4,-4,1,0,2,1,8730,53,3,0,-4,-4,-4,-4,-4,4,14,2,1,10476,57,3,0,-4,-4,-4,-4,-4,1,14,2,1,12336,59,3,0
0,-4,54,3,1,1980,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6730,9130,9130,9130,-4,4,5,1,2,40000,52,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6730,-4,-4,-4,-4,4,4,1,2,44000,57,2,0,6730,-4,-4,-4,-4,3,2,1,2,42000,58,2,0,6730,-4,-4,-4,-4,-4,-4,-4,2,-3,62,2,0,6730,-4,-4,-4,-4,4,0,2,2,55500,65,2,0
-4,-4,55,3,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,56,3,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,57,3,2,1979,50,4620,-4,-4,-4,1,0,2,4,102000,49,2,2,4010,-4,-4,-4,-4,3,0,2,3,61712,51,2,2,4010,50,4620,-4,-4,4,0,2,3,46833,54,2,2,5400,4010,-4,-4,-4,3,0,1,3,39544,56,2,2,2720,5700,50,5400,-4,3,0,2,3,52000,58,2,2,50,5700,2720,2630,1810,-4,1,2,1,84000,62,2,0,2720,2630,2820,5700,-4,1,0,1,1,61000,64,2,0
0,-4,58,3,2,1981,4710,-4,-4,-4,-4,4,0,2,3,-2,50,2,1,230,10,-4,-4,-4,4,0,2,3,154000,53,2,1,230,10,-4,-4,-4,4,0,2,3,56312,56,2,1,230,-4,-4,-4,-4,4,0,2,3,163160,58,2,1,230,5930,-4,-4,-4,4,0,2,2,177532,60,2,0,230,5930,120,-4,-4,-4,0,2,2,227300,63,2,0,230,-4,-4,-4,-4,3,0,2,2,150000,66,2,0
0,-4,59,3,1,-4,8260,-4,-4,-4,-4,1,0,2,2,-2,48,2,0,8260,-4,-4,-4,-4,1,0,2,2,-2,50,2,0,8260,-4,-4,-4,-4,1,0,1,2,-2,53,2,0,8260,-4,-4,-4,-4,4,0,2,2,-2,55,2,0,8260,-4,-4,-4,-4,4,0,2,2,-2,56,2,0,8260,-4,-4,-4,-4,-4,0,2,2,-3,61,2,0,7240,-4,-4,-4,-4,1,0,2,2,-3,62,2,0
-4,-4,60,3,1,1988,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,1,0,2,3,191000,51,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,61,3,2,1993,1010,-4,-4,-4,-4,1,10,2,5,165000,45,2,3,-4,-4,-4,-4,-4,1,0,2,5,122750,47,2,3,-4,-4,-4,-4,-4,1,0,2,4,121515,49,2,2,-4,-4,-4,-4,-4,1,0,2,5,140000,52,2,3,-4,-4,-4,-4,-4,1,0,2,5,130000,54,2,3,540,4250,-4,-4,-4,-4,0,2,4,148000,58,2,2,540,-4,-4,-4,-4,1,0,2,3,263000,60,2,1
0,-4,62,3,2,1996,5700,5120,-4,-4,-4,1,2,2,4,37400,43,2,3,5700,-4,-4,-4,-4,1,5,2,4,46034,45,2,3,5700,-4,-4,-4,-4,1,3,2,4,59000,48,2,3,5700,-4,-4,-4,-4,1,0,2,4,58000,50,2,3,5500,-4,-4,-4,-4,1,0,2,4,65000,52,2,3,120,5700,-4,-4,-4,-4,7,2,5,50000,56,2,3,5510,2150,810,120,-4,4,0,2,2,47000,58,2,1
0,-4,63,3,1,1992,110,-4,-4,-4,-4,1,7,2,4,235000,48,3,2,110,-4,-4,-4,-4,3,0,1,4,440692,49,3,2,430,-4,-4,-4,-4,1,0,2,4,497763,52,3,2,110,-4,-4,-4,-4,3,0,2,3,595986,55,3,1,430,-4,-4,-4,-4,3,0,2,3,922631,56,3,1,430,-4,-4,-4,-4,-4,-4,-4,2,803437,61,3,0,430,-4,-4,-4,-4,4,0,2,2,220000,62,2,0
-4,-4,64,3,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,65,3,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,66,3,1,1992,6320,6200,-4,-4,-4,1,0,2,1,-1,44,2,0,6320,-4,-4,-4,-4,3,5,2,1,-1,46,2,0,6320,-4,-4,-4,-4,1,0,2,2,0,49,3,0,-4,-4,-4,-4,-4,3,0,2,2,0,51,3,0,-4,-4,-4,-4,-4,3,7,2,2,-1,52,3,0,-4,-4,-4,-4,-4,-4,2,2,2,-3,56,3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,67,3,1,1994,840,-4,-4,-4,-4,3,0,2,4,454737,50,2,2,840,-4,-4,-4,-4,1,0,2,4,-2,52,2,2,840,-4,-4,-4,-4,1,0,1,4,-2,54,2,2,840,-4,-4,-4,-4,1,0,2,4,595986,57,2,2,840,-4,-4,-4,-4,1,0,2,3,922631,58,2,1,2200,-4,-4,-4,-4,-4,0,2,2,803437,62,3,0,2200,-4,-4,-4,-4,1,0,2,2,773981,64,3,0
0,-4,68,3,2,1993,-4,-4,-4,-4,-4,3,1,2,5,-2,45,2,3,-4,-4,-4,-4,-4,3,0,1,5,440692,47,2,3,-4,-4,-4,-4,-4,3,1,2,5,497763,50,2,3,-4,-4,-4,-4,-4,3,0,1,5,270000,52,2,3,-4,-4,-4,-4,-4,3,0,1,4,-2,54,2,2,3030,-4,-4,-4,-4,-4,-4,-4,2,-3,58,2,0,3030,-4,-4,-4,-4,3,0,2,2,301000,60,2,0
0,-4,69,3,1,1992,5000,-4,-4,-4,-4,3,0,2,2,165250,43,2,0,5000,-4,-4,-4,-4,3,0,2,2,186150,45,2,0,10,5000,-4,-4,-4,4,0,2,2,205200,48,3,0,10,-4,-4,-4,-4,3,0,2,4,185075,51,3,2,10,-4,-4,-4,-4,3,0,2,4,163150,52,3,2,10,-4,-4,-4,-4,-4,0,2,4,185200,56,3,2,10,-4,-4,-4,-4,3,0,2,2,230000,58,3,0
1,2000,70,3,1,2001,-4,-4,-4,-4,-4,1,0,2,3,-1,47,3,1,9620,9620,-4,-4,-4,1,1,2,1,-2,49,3,0,9620,9620,-4,-4,-4,1,0,2,1,40000,51,3,0,9620,9620,-4,-4,-4,1,0,1,1,34000,53,3,0,9620,9620,-4,-4,-4,3,0,2,1,42580,55,3,0,9620,-4,9620,9620,-4,-4,0,2,1,78000,59,3,0,9620,-4,9620,-4,-4,3,0,2,1,-3,61,2,0
-4,-4,71,3,1,1997,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2100,-4,-4,-4,-4,3,0,2,4,-1,47,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2100,-4,-4,-4,-4,-1,-1,-1,3,-1,52,2,2,2100,-4,-4,-4,-4,-1,-1,-1,3,-1,53,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2100,2100,-4,-4,-4,4,0,2,3,-3,60,2,1
0,-4,72,3,2,-4,800,-4,-4,-4,-4,4,0,2,1,41000,48,2,0,5120,800,-4,-4,-4,3,0,2,1,55720,50,2,0,800,-4,-4,-4,-4,4,0,1,1,42025,52,2,0,800,-4,-4,-4,-4,3,0,2,1,46050,55,2,0,800,-4,-4,-4,-4,3,0,1,1,44500,56,2,0,800,-4,-4,-4,-4,-4,0,2,1,52100,60,2,0,800,-4,-4,-4,-4,3,0,2,1,-3,62,2,0
0,-4,73,3,1,2009,50,-4,-4,-4,-4,1,10,2,1,150000,44,2,0,4960,50,-4,-4,-4,1,0,2,4,210500,46,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4960,-4,-4,-4,-4,1,0,2,4,595986,51,2,2,4960,-4,-4,-4,-4,1,0,2,4,922631,53,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4850,4960,-4,-4,-4,1,0,2,4,345000,59,2,2
-4,-4,74,3,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,75,3,2,1994,4940,-4,-4,-4,-4,3,0,1,4,130000,46,3,2,4960,-4,-4,-4,-4,3,0,2,4,195000,47,3,2,4960,-4,-4,-4,-4,3,0,2,4,185000,51,3,2,4960,-4,-4,-4,-4,3,2,2,4,192000,52,3,2,230,-4,-4,-4,-4,3,0,2,3,220000,54,3,1,4960,230,-4,-4,-4,-4,0,2,2,255000,58,3,0,4960,4960,-4,-4,-4,4,0,2,2,235000,60,3,0
0,-4,76,3,1,1997,-4,-4,-4,-4,-4,4,3,2,5,130000,44,2,3,4210,-4,-4,-4,-4,4,0,2,5,143000,45,2,3,4210,-4,-4,-4,-4,4,1,2,5,160000,49,2,3,4210,-4,-4,-4,-4,4,2,2,5,110000,50,2,3,4210,-4,-4,-4,-4,4,1,2,5,200000,52,2,3,4210,-4,-4,-4,-4,-4,-4,-4,5,150000,56,2,3,4210,-4,-4,-4,-4,4,3,2,3,190000,58,2,1
0,-4,77,3,2,-4,120,-4,-4,-4,-4,1,1,2,1,170000,43,3,0,120,-4,-4,-4,-4,1,0,2,1,110000,45,3,0,4810,-4,-4,-4,-4,3,0,2,1,155000,48,3,0,4810,-4,-4,-4,-4,3,3,2,1,159000,50,3,0,4810,-4,-4,-4,-4,1,0,2,1,160000,52,3,0,1240,620,-4,-4,-4,-4,0,1,1,271000,56,3,0,1240,-4,-4,-4,-4,1,0,2,1,65100,58,2,0
0,-4,78,3,2,1989,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,79,3,1,1990,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,80,3,1,-4,2310,-4,-4,-4,-4,4,0,2,1,16000,44,3,0,2320,-4,-4,-4,-4,4,0,2,1,32000,46,3,0,2310,-4,-4,-4,-4,4,0,1,1,32500,49,3,0,2320,-4,-4,-4,-4,4,0,1,1,23783,51,3,0,2320,-4,-4,-4,-4,4,0,2,1,24000,53,3,0,2320,-4,-4,-4,-4,-4,0,1,1,55000,57,3,0,2320,-4,-4,-4,-4,4,0,2,1,23000,59,3,0
0,-4,81,3,1,2007,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2710,2710,-4,2710,-4,1,0,2,2,54025,50,2,1,140,-4,-4,-4,-4,4,0,1,3,123545,52,2,1,140,-4,-4,-4,-4,-4,-4,-4,3,143480,56,2,1,2920,-4,-4,-4,-4,1,0,2,3,294111,58,2,1
0,-4,82,2,1,1979,-4,-4,-4,-4,-4,3,0,2,1,0,50,3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,4,3,2,1,-3,64,2,0
0,-4,83,2,1,-4,-4,-4,-4,-4,-4,3,5,2,3,-1,47,3,0,-4,-4,-4,-4,-4,1,4,2,2,-2,49,3,0,-4,-4,-4,-4,-4,3,0,2,4,-2,52,3,0,-4,-4,-4,-4,-4,3,0,2,4,-2,54,3,0,-4,-4,-4,-4,-4,1,2,2,4,8796,56,3,0,-4,-4,-4,-4,-4,-4,0,2,3,30820,60,3,0,-4,-4,-4,-4,-4,4,2,2,3,49132,62,3,0
1,2001,84,2,1,1982,-4,-4,-4,-4,-4,1,7,2,3,0,44,3,0,-4,-4,-4,-4,-4,1,1,2,2,2400,46,3,0,-4,-4,-4,-4,-4,3,3,1,4,18000,49,3,0,-4,-4,-4,-4,-4,3,1,2,4,2328,51,3,0,-4,-4,-4,-4,-4,3,0,2,4,52328,53,3,0,-4,-4,-4,-4,-4,-4,2,1,2,20000,57,3,0,-4,-4,-4,-4,-4,3,7,2,2,32020,59,3,0
0,-4,85,2,1,1979,-4,-4,-4,-4,-4,4,0,2,1,5280,48,3,0,-4,-4,-4,-4,-4,4,2,1,1,5600,50,3,0,-4,-4,-4,-4,-4,3,5,2,1,4800,54,3,0,-4,-4,-4,-4,-4,3,1,1,1,600,55,3,0,-4,-4,-4,-4,-4,3,0,1,1,8484,57,3,0,-4,-4,-4,-4,-4,-4,2,1,1,-3,61,3,0,-4,-4,-4,-4,-4,3,3,1,1,-3,63,3,0
0,-4,86,2,2,1977,4720,-4,-4,-4,-4,3,3,2,1,13000,47,3,0,4720,-4,-4,-4,-4,1,0,1,1,-2,49,3,0,4720,-4,-4,-4,-4,3,0,2,1,22000,52,3,0,4720,-4,-4,-4,-4,1,0,2,1,24000,54,3,0,4720,-4,-4,-4,-4,1,1,2,1,24000,56,3,0,4720,-4,-4,-4,-4,-4,0,2,1,-3,60,3,0,4610,4720,-4,-4,-4,2,0,2,1,-3,62,3,0
0,-4,87,2,1,1982,-4,-4,-4,-4,-4,4,5,2,1,28000,45,2,0,4220,-4,-4,-4,-4,3,0,2,1,26009,47,2,0,4220,-4,-4,-4,-4,3,2,2,1,24000,49,2,0,9720,4220,-4,-4,-4,3,1,1,1,0,51,2,0,9720,-4,-4,-4,-4,3,2,2,1,15000,53,2,0,4220,-4,-4,-4,-4,-4,7,2,1,480,57,2,0,6260,220,-4,-4,-4,3,1,1,1,15000,59,2,0
0,-4,88,2,1,1982,8740,-4,-4,-4,-4,1,3,1,3,70000,50,3,1,8740,-4,-4,-4,-4,4,4,2,3,74095,52,3,1,8740,-4,-4,-4,-4,1,2,2,3,62296,55,3,1,8740,-4,-4,-4,-4,1,2,2,3,70000,57,3,1,8740,-4,-4,-4,-4,3,5,2,1,35000,59,2,0,8740,-4,-4,-4,-4,-4,-4,-4,4,123000,64,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,89,2,2,1986,1000,-4,-4,-4,-4,4,0,2,2,116000,48,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,710,-4,-4,-4,-4,1,0,2,2,147000,58,2,0,710,-4,-4,-4,-4,-4,0,2,2,172000,61,2,0,710,-4,-4,-4,-4,4,0,2,2,193000,63,2,0
0,-4,90,3,1,1993,1060,-4,-4,-4,-4,3,9,2,3,168000,49,2,1,1060,-4,-4,-4,-4,4,3,2,3,178000,51,2,1,1000,1060,-4,-4,-4,3,4,2,3,173000,54,2,1,1060,-4,-4,-4,-4,3,2,2,3,184400,56,2,1,1060,-4,-4,-4,-4,3,2,2,2,227000,58,2,0,1060,-4,-4,-4,-4,-4,1,2,2,140000,62,2,0,-4,-4,-4,-4,-4,4,2,2,2,28000,64,2,0
0,-4,91,3,2,1994,4700,5700,-4,-4,-4,1,0,2,4,75000,44,2,2,1100,4700,-4,-4,-4,4,0,2,4,65000,46,2,2,4850,4700,1100,-4,-4,1,0,2,4,67000,49,2,2,4700,710,4850,-4,-4,1,0,2,4,90000,51,2,2,4700,2020,710,-4,-4,3,0,2,4,95000,53,2,2,3630,-4,-4,-4,-4,-4,0,1,2,803437,57,2,0,3630,-4,-4,-4,-4,3,0,2,2,76000,59,2,0
